"Title","BoP: current account balance as per cent of GDP","BoP Inc OI Total Credits NSA £m","Trade in Services (TS): Travel: WW: Imports: BOP: CP: SA: £m","Trade in Goods (T): WW: Exports: BOP: CP: SA","Trade in Goods (T): WW: Imports: BOP: CP: SA","Trade in Goods (T): WW: Balance: BOP: CP: SA","Trade in Goods: Food, beverages & tobacco (0and1): WW: Exports: BOP: CP: SA","Trade in Goods: Basic materials (2and4): WW: Exports: BOP: CP: SA","Trade in Goods: Semi-manufactures (5and6): WW: Exports: BOP: CP: SA","Trade in Goods: Finished manufactures (7and8): WW: Exports: BOP: CP: SA","Trade in Goods: Fuels other than oil (3OF): WW: Exports: BOP: CP: SA","Trade in Goods: Unspecified goods (9): WW: Exports: BOP: CP: SA","Trade in Goods: Fuels other than oil (3OF): WW: Imports: BOP: CP: SA","Trade in Goods: Food, beverages & tobacco (0and1): WW: Imports: BOP: CP: SA","Trade in Goods: Basic materials (2and4): WW: Imports: BOP: CP: SA","Trade in Goods: Semi-manufactures (5and6): WW: Imports: BOP: CP: SA","Trade in Goods: Finished manufactures (7and8): WW: Imports: BOP: CP: SA","Trade in Goods: Unspecified goods (9): WW: Imports: BOP: CP: SA","Trade in Goods: Unspecified goods (9): WW: Balance: BOP: CP: SA","Secondary Income Credits: Central Govt Other receipts: CP SA £m","Secondary Income Credits: Other sectors, other receipts: CP SA: £m","Secondary Income debits; Central Government Other Payments: CP SA: £m","Secondary Income Debits; Other sectors payments to EU: CP SA: £m","Secondary Income debits: Other sectors, other payments: CP SA: £m","BoP Inc PI Credits total equity securities SA £m","BoP Inc PI Credits total debt securities SA £m","BoP Inc PI Credits SA £m","BoP Inc OI Credits SA £m","BoP Inc OI Debits Debt securities SA £m","BoP Inc PI Debits SA £m","BoP Inc OI Debits SA £m","BoP Inc PI Balance total equity securities SA £m","BoP Inc PI Balance total debt securities SA £m","BoP Inc PI Balance SA £m","BoP Inc OI Balance SA £m","FDI : Outward : Total FDI : Level of Equity Capital & Reinvested Earnings : £m","BoP Inc OI Net NSA £m","BoP: IIP: PI: Net level: Equity securities and investment fund shares: NSA £m","BoP IIP PI Net level debt securities NSA £m","BoP IIP OI Net NSA £m","BoP IIP PI Net NSA £m","FDI : Inward : Total NFC & FCs : Re-invested Earnings : nsa : £m","BoP: trade in goods balance as per cent of GDP","BoP: trade in services balance as per cent of GDP","BoP: trade in goods and services balance as per cent of GDP","BoP: total primary income balance as per cent of GDP","BoP: total secondry income balance as per cent of GDP","RW: U: D.99: Capital transfers: Foot & Mouth/BSE, nsa","Trade in Goods: Food, beverages & tobacco (0and1): WW: Balance: BOP: CP: SA","Trade in Goods: Basic materials (2and4): WW: Balance: BOP: CP: SA","Trade in Goods: Semi-manufactures (5and6): WW: Balance: BOP: CP: SA","Trade in Goods: Finished manufactures (7and8): WW: Balance: BOP: CP: SA","Trade in Goods: Oil (33): WW: Exports: BOP: CP: SA","Trade in Goods: Fuels other than oil (3OF): WW: Balance: BOP: CP: SA","Trade in Goods: Oil (33): WW: Imports: BOP: CP: SA","Trade in Goods: Oil (33): WW: Balance: BOP: CP: SA","Trade in Services (TS): Travel: WW: Exports: BOP: CP: SA: £m","Trade in Services (TS): Construction Services: WW: Exports: BOP: CP: SA: £m","Trade in Services (TS): Insurance and Pension Services: WW: Exports: BOP: CP: SA: £m","Trade in Services (TS): Financial Services: WW: Exports: BOP: CP: SA: £m","Trade in Services (TS): Telecoms, Computer and Information Services: WW: Exports: BOP: CP: SA: £m","Trade in Services (TS): Intellectual Property Services: WW: Exports: BOP: CP: SA: £m","Trade in Services (TS): Other Business Services: WW: Exports: BOP: CP: SA: £m","Trade in Services (TS): Personal, Cultural & Recreational Services: WW: Exports: BOP: CP: SA: £m","Trade in Services (TS): Government Services, n.i.e: WW: Exports: BOP: CP: SA: £m","Secondary Income : General Government: Exports: £M: CP: SA","Secondary Income: Other Sectors: Exports: £M: CP: SA","Capital Transfers (Credits) Total: CP SA: £m","General Government Transfers (Credits) Total: CP SA: £m","Government Debt Forgiveness (Credits) Total: CP SA: £m","Government Other Transfers (Credits) Total: CP SA: £m","Other Sectors Transfers (Credits) Total: CP SA: £m","Other Sectors Debt Forgiveness (Credits) Total: CP SA","Other Sectors: Other Transfers: (Credits) Some of Agri Guidance Fund [Treas]","Acquisitions/Disposals of NPNF Assets (Credits) Total: CP SA: £m","Capital Account (Credits) Total: CP SA: £m","Trade in Services (TS): Transport: WW: Imports: BOP: CP: SA: £m","Trade in Services (TS): Construction Services: WW: Imports: BOP: CP: SA: £m","Trade in Services (TS): Insurance and Pension Services: WW: Imports: BOP: CP: SA: £m","Trade in Services (TS): Financial Services: WW: Imports: BOP: CP: SA: £m","Trade in Services (TS): Telecoms, Computer and Information Services: WW: Imports: BOP: CP: SA: £m","Trade in Services (TS): Intellectual Property Services: WW: Imports: BOP: CP: SA: £m","Trade in Services (TS): Other Business Services: WW: Imports: BOP: CP: SA: £m","Secondary Income: General Government: Balance: £M: CP: NSA","Secondary Income: Other Sectors: Balance: £M: CP: NSA","Secondary Income (Credits) Govt Other Transfers [Abatement]: CP SA","Capital Account: Balance: CP NSA","Trade in Services (TS): Transport: WW: Exports: BOP: CP: SA: £m","Secondary Income debits government other payments to EU Institutions: CP SA","Trade in Services (TS): Personal, Cultural & Recreational Services: WW: Imports: BOP: CP: SA: £m","Trade in Services (TS): Government Services, n.i.e: WW: Imports: BOP: CP: SA: £m","Secondary Income: General Government: Imports: £M: CP: SA","Secondary Income: Other Sectors: Imports: £M: CP: SA","Capital Transfers (Debits) Total: CP SA: £m","General Government Transfers (Debits) Total: CP SA: £m","Government Debt Forgiveness (Debits) Total:CP SA: £m","Government Other Transfers (Debits) Total: CP SA: £m","Other Sectors Transfers (Debits) Total: CP SA: £m","Other Sectors Debt Forgiveness (Debits) Total: CP SA: £m","Other Sectors Other Transfers (Debits) Total: CP SA: £m","Acquisitions/Disposals of NPNF Assets (Debits) Total: CP SA: £m","Capital Account (Debits) Total: CP SA: £m","Trade in Services (TS): Transport: WW: Balance: BOP: CP: SA: £m","Trade in Services (TS): Travel: WW: Balance: BOP: CP: SA: £m","Trade in Services (TS): Construction Services: WW: Balance: BOP: CP: SA: £m","Trade in Services (TS): Insurance and Pension Services: WW: Balance: BOP: CP: SA: £m","Trade in Services (TS): Financial Services: WW: Balance: BOP: CP: SA: £m","Trade in Services (TS): Telecoms, Computer and Information Services: WW: Balance: BOP: CP: SA: £m","Trade in Services (TS): Intellectual Property Services: WW: Balance: BOP: CP: SA: £m","Trade in Services (TS): Other Business Services: WW: Balance: BOP: CP: SA: £m","Trade in Services (TS): Personal, Cultural & Recreational Services: WW: Balance: BOP: CP: SA: £m","Trade in Services (TS): Government Services, n.i.e: WW: Balance: BOP: CP: SA: £m","BOP: General Government Transfers Balance CP SA: £m","BOP: Other Sectors Balance CP SA: £m","Capital Transfers Balance: CP SA: £m","General Government Transfers Balance: CP SA: £m","Government Debt Forgiveness Balance: CP SA: £m","Government Other Transfers Balance: CP SA: £m","Other Sectors Transfers Balance: CP SA: £m","Oth Sectors Debt Forgiveness Balance: CP SA: £m","Other Sectors Other Transfers Balance: CP SA: £m","Rest of the World (S2): Acquisition less disposals of non-produced/non-financial assets (NP) Current price £m: Seasonally adjusted","BOP: Capital Account Balance CP SA: £m","BoP: Trade in Goods less precious metals (inc non monetary gold) (TlessPM): WW: Exports: BOP: CP: SA(no NSA series)","BoP: Total Trade less precious metals (inc non monetary gold): WW (TTlessPM): Exports: BOP: CP: SA(no NSA series)","BoP Current Account less precious metals (inc non monetary gold) Credits SA £m(no NSA series)","BoP: Trade in Goods less precious metals (inc non monetary gold) (TlessPM): WW: Imports: BOP: CP: SA(no NSA series)","BoP: Total Trade less precious metals (inc non monetary gold): WW (TTlessPM): Imports: BOP: CP: SA(no NSA series)","BoP Current Account less precious metals (inc non monetary gold) Debits SA £m(no NSA series)","BoP: Trade in Goods less precious metals (inc non monetary gold) (TlessPM): WW: Balance: BOP: CP: SA(no NSA series)","BoP: Total Trade less precious metals (inc non monetary gold) (TTlessPM): WW: Balance: BOP: CP: SA(no NSA series)","BoP Current Account less precious metals (inc non monetary gold) Balance SA £m(no NSA series)","BoP: trade in goods less precious metals (inc non monetary gold) balance as per cent of GDP(no NSA series)","BoP: trade in goods and services less precious metals (inc non monetary gold) balance as per cent of GDP(no NSA series)","BoP: current account less precious metals (inc non monetary gold) balance as per cent of GDP(no NSA series)","BOP: UK payments to EU under the withdrawal agreement : £m CPSA","Secondary Income (Credits) Other EU Receipts: CPSA","Secondary Income (Balance) Total of which EU Institutions:CP SA","Pink Book - Table 8.1 Capital Account (Credits) Regional Development Fund","Capital Account (Credits)Total of which EU Institutions: CP SA","Transfers credits: Other Sectors EC budget: social fund (D75): CP SA","BoP FA total Asset flows NSA £m","BoP FA total Liability flows NSA £m","BoP FA total Net flows NSA £m","BoP Current Account Balance / Rest of the World (S.2): Current external balance (B.12): Current price £m: Not seasonally adjusted","BoP Primary Income Credits SA £m","BoP Primary Income Debits SA £m","BoP Primary Income Balance SA £m","BoP Investment Income Credits / Rest of the World (S.2): Property income (D.4): Use: Current price £m: Seasonally adjusted","BoP Investment Income Debits / Rest of the World (S.2): Property income (D.4): Resource: Current price £m: Seasonally adjusted","BoP Investment Income Balance SA £m","BoP Current Account Credits SA £m","BoP Current Account Debits SA £m","BoP Current Account Balance SA £m","BoP IIP Asset level NSA £m","BoP IIP Liability level NSA £m","BoP IIP Net NSA £m","FDI : Balance : Total FDI : Level of Equity Capital & Reinvested Earnings : £m","FDI : Inward : Total FDI : Equity Capital & Reinvested Earnings : nsa : £m","BoP FA PI Equity and investment fund shares NSA £m","FDI : Balance : Total FDI : Net Transactions in Equity Capital : nsa : £m","FDI : Balance : Total FDI : Net Reinvested Earnings : nsa : £m","BoP FA PI net flows in equity securities NSA £m","BoP FA PI net flows in debt securities NSA £m","FDI : Outward : Total NFC & FCs : Re-invested Earnings : nsa : £m","BoP IIP PI Asset level total equity NSA £m","BoP Inc PI debits total equity securities SA £m","BoP Inc credits earnings on reserve assets NSA £m","BoP Inc credits earnings on reserve assets SA £m","BoP net errors and omissions NSA £m","BoP FA OI Net investment NSA £m","BoP FA total PI Asset flows NSA £m","BoP FA PI Net investment NSA £m","BoP FA total PI Liability flows NSA £m","BoP FA PI Asset flows total debt securities NSA £m","BoP IIP total PI Asset level NSA £m","FDI : Outward : Total FDI : Net Transactions in Equity Capital : nsa : £m","FDI : Inward : Total FDI : Net Transactions in Equity Capital : nsa : £m","BoP IIP total OI Asset level NSA £m","BoP IIP total PI liability level NSA £m","BoP IIP PI liability level total equity securities NSA £m","BoP IIP PI liability level total debt securities NSA £m","BoP IIP total OI liability level NSA £m","BoP Inc total PI credits NSA £m","BoP Inc total PI debits NSA £m","BoP Inc total OI debits NSA £m","BoP Inc total PI balance NSA £m","BoP Investment Income Balance NSA £m","BoP Investment Income Credits / Rest of the World (S.2): Property income (D.4): Use: Current price £m: Not seasonally adjusted","BoP Investment Income Debits / Rest of the World (S.2): Property income (D.4): Resource: Current price £m: Not seasonally adjusted","BoP Primary Income Balance NSA £m","CG: RW debt forgiveness: D.99 £m nsa","Rest of the World (S.2): Compensation of employees (D.1): Use: Current price £million: Seasonally adjusted","Rest of the World (S.2): Compensation of employees (D.1): Resource: Current price £million: Seasonally adjusted","BOP: Income (BPM6) Primary Income balance CP SA: £m","Trade in Services (TS): WW: Exports: BOP: CP: SA","Trade in Services (TS): WW: Imports: BOP: CP: SA","Trade in Services (TS): WW: Balance: BOP: CP: SA","Total Trade (TT): WW: Exports: BOP: CP: SA","Total Trade (TT): WW: Imports: BOP: CP: SA","Total Trade (TT): WW: Balance: BOP: CP: SA","Secondary Income: Total exports: £M: CP: SA","Secondary Income: Total imports: £M: CP: SA","Secondary Income (BPM6) total bal. CP SA: £m","Capital transfers (Debits): Total other sectors debt forgiveness: CPSA: £m","BoP: IIP: Asset level: Total financial derivatives & ESOs: NSA £m","BoP: IIP: Liability level: Total financial derivatives & ESOs: NSA £m","BoP: IIP: Net level: Total financial derivatives & ESOs: NSA £m","Income: Primary Income: Balance: £M: CP: NSA","Balance of Payments: Total Trade in Services: Balance: £M: CP: NSA","Balance of Payments: Total Trade in Goods & Services: Balance: £M: CP: NSA","Secondary Income: Total: Balance: £M: CP: NSA","Credits Secondary Income EU SA","Credits Current Transfers Non. EU SA","Exports trade goods & services EU SA","Exports trade goods & services Non. EU 28 SA","Exports trade in services EU SA","Exports trade in services Non. EU SA","Debits Current transfers EU SA","Debits Current Transfers Non. EU SA","Imports trade goods & services EU SA","Imports trade goods & services Non. EU SA","Imports trade in services EU SA","Imports trade in services Non. EU SA","Net Secondary Income EU SA","Net Secondary Income Non. Eu28 SA","Balance trade goods & services EU SA","Balance trade goods & services Non..EU SA","Balance trade in services EU SA","Balance trade in services Non. EU SA","Bop:Total Income Credits EU sa £m","Bop:Total Current Account Credits EU sa £m","Bop:Total Income Debits EU sa £m","Bop:Total Current Account Debits EU sa £m","Bop: Total Primary Income Bal EU sa £m","Bop:Total Current Account Bal EU sa £m","Bop: Total primary Income: Credits Extra EU sa £m","Bop: Total Current Account Credits Extra EU sa £m","Bop: Total Primary Income Debits Extra EU sa £m","Bop:Current Account Debits Extra EU sa £m","Bop:Total Primary Income: Bal Extra EU sa £m","Bop: Total Current Account :Bal Extra EU sa £m","Trade in Goods (T): Non-EU: Balance: BOP: CP: SA","Trade in Goods (T): Non-EU: Exports: BOP: CP: SA","Trade in Goods (T): Non-EU: Imports: BOP: CP: SA","Trade in Goods (T): EU: Balance: BOP: CP: SA","Trade in Goods (T): EU: Exports: BOP: CP: SA","Trade in Goods (T): EU: Imports: BOP: CP: SA","Trade in Goods (T): WW: Balance: BOP: CP: NSA","BoP: FA: Assets: Reserves: Total official reserves (ONS) £m","BoP IIP reserve assets NSA £m","Other Primary Income SA","Other Primary Income (Imports)","Other Primary Income £M (Balance)","Other Primary Income £M (Balance)","Trade in Services (TS): Manufacturing and Maintenance Services: WW: Imports: BOP: CP: SA: £m","Trade in Services (TS): Manufacturing and Maintenance Services: WW: Exports: BOP: CP: SA: £m","Trade in Services (TS): Manufacturing and Maintenance Services: WW: Balance: BOP: CP: SA: £m","BPM6:BoP:FDI earnings:asset/liabs:lb:(lb_gross):sa:£m:","BPM6:BoP:FDI earnings:asset/liabs:as:(as_gross):sa:£m:","BPM6:BoP:FDI earnings:asset/liab:balance:total:(net:net_gross):nsa:£m:","BPM6:BoP:FDI earnings:asset/liab:balance:(net:net_gross):sa:£m","BPM6:BoP:FA:a/l:FDI:balance:debt instruments net:nsa:£m:","BPM6:BoP:FA:a/l:FDI:balance:total investment net:nsa:£m:","BPM6:BoP:IIP:balance:FDI:debt instruments levels:nsa:£m","BPM6:BoP:IIP:balance:FDI:total investment levels:nsa:£m","Payments to EU GNI: own resource and VAT SA £m debits","Payments to EU GNI adjustments and VAT adjustments SA £m debits","BPM6:BoP:FDI earnings:asset/liabs:lb:(lb_gross):nsa:£m:","BPM6:BoP:FDI earnings:asset/liabs:as:(as_gross):nsa:£m:","BPM6:BoP:FA:a/l:FDI:liabs:debt instruments net:nsa:£m","BPM6:BoP:FA:a/l:FDI:assets:debt instruments net:nsa:£m","BPM6:BoP:FA:a/l:FDI:liab:total investment net:nsa:£m","BPM6:BoP:FA:a/l:FDI:asset:total investment net:nsa:£m","BPM6:BoP:IIP:asset/liabs:liabs:debt instruments levels:nsa:£m","BPM6:BoP:IIP:asset/liabs:assets:debt instruments levels:nsa:£m","BPM6:BoP:IIP:asset/liabs:liabs:total investment levels:nsa:£m","BPM6:BoP:IIP:asset/liabs:assets:total investment levels:nsa:£m","BoP: FA: PI: Liability flows: Total: Equity and investment fund shares: NSA; £m","IMF BoP FA PI liability flow debt securities 4669 NSA £m","BoP FA OI total assets NSA £m","BoP FA OI total liabilities NSA £m","IMF BoP FA PI asset flow debt securities NSA £m","BoP: FA: Net assets: Total financial derivatives & employee stock options:NSA £m"
"CDID","AA6H","AIOP","APQL","BOKG","BOKH","BOKI","BOPL","BOPM","BOPO","BOPP","BOQI","BOQL","BPBI","BQAR","BQAS","BQAU","BQAV","BQAW","BQKX","CGDN","CGDO","CGDP","CGDR","CGDS","CGDT","CGDU","CGDV","CGDW","CGDX","CGDZ","CGEB","CGEC","CGED","CGEE","CGFF","CGMO","CGNA","CGNE","CGNF","CGNG","CGNH","CYFV","D28J","D28K","D28L","D28M","D28N","EBGO","ELBE","ELBF","ELBH","ELBI","ELBL","ENIW","ENXO","ENXQ","FAPO","FDSG","FDTF","FDYI","FDYQ","FEBA","FEHH","FGXJ","FGZA","FHDM","FHIB","FHIT","FHIU","FHIV","FHJA","FHJB","FHJD","FHJF","FHJL","FHLD","FHME","FIOU","FIPT","FITY","FIUG","FIVX","FIWF","FJUQ","FJUR","FKKM","FKMJ","FKOA","FLMT","FLQJ","FLSA","FLUD","FLUZ","FLWA","FLWB","FLWD","FLWH","FLWI","FLWL","FLWQ","FLWT","FLYL","FLYS","FNGY","FNJM","FNKF","FNLQ","FNLY","FNMR","FNMZ","FNRB","FNRU","FNSV","FNTC","FNTK","FNTL","FNTM","FNTN","FNTO","FNTQ","FNTR","FNTS","FNVQ","FUS7","FUS8","FUS9","FUT2","FUT3","FUT4","FUT5","FUT6","FUT7","FUT8","FUT9","FUU2","FZJA","GTTA","GTTB","GTTX","GTTY","H5U3","HBNR","HBNS","HBNT","HBOG","HBOH","HBOI","HBOJ","HBOK","HBOL","HBOM","HBON","HBOO","HBOP","HBQA","HBQB","HBQC","HBSH","HBUY","HBVI","HBWN","HBWT","HBWV","HBWX","HDNY","HEPX","HGOT","HHCB","HHCC","HHDH","HHYR","HHZC","HHZD","HHZF","HHZX","HHZZ","HJYM","HJYR","HLXV","HLXW","HLXX","HLXY","HLYD","HLYX","HLZC","HLZN","HLZX","HMBM","HMBN","HMBO","HMBP","HMLY","IJAH","IJAI","IJAJ","IKBB","IKBC","IKBD","IKBH","IKBI","IKBJ","IKBN","IKBO","IKBP","JCWM","JX96","JX97","JX98","KTMP","KTMS","KTMY","KTNF","L84S","L84T","L84Y","L84Z","L854","L855","L85W","L85X","L864","L865","L868","L869","L86E","L86F","L86I","L86J","L86M","L86N","L872","L873","L874","L875","L876","L877","L87D","L87E","L87F","L87G","L87H","L87I","L87K","L87M","L87O","L87Q","L87S","L87U","LQCT","LTCV","LTEB","MT5T","MT5V","MT5W","MT5X","MTN6","MTN7","MTN8","MTU7","MTX2","MU7E","MU7F","MU7L","MU7M","MU7N","MU7O","MUV7","MUV8","N2Q4","N2QP","N2R7","N2RN","N2SA","N2SV","N2TD","N2TT","N2UG","N2V3","XBLW","XBLX","XBMM","XBMN","XBMW","ZPNN"
"PreUnit","","£","","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","","","","","","","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","","","£","£","£","£","£","£","£","£","£","£","£","","","£","","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","","£","","","","","","","","","","","","","","","","","","","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","","","","","","","","","","","","","","","","","","","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","","","£","£","","","","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£","£"
"Unit","","m","","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","","","","","","","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","","","m","m","m","m","m","m","m","m","m","m","m","","","m","","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","","m","","","","","","","","","","","","","","","","","","","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","","","","","","","","","","","","","","","","","","","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","","","m","m","","","","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m"
"Release Date","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024","30-09-2024"
