country_name,subject,measure,period_id,year,area,value,value_indexed
United Kingdom (less PM),Imports of goods and services,CP,2019-Q3,2019,Non-EU (less PM),87208,105.61961050285824
United Kingdom (less PM),Exports of goods and services,CP,2019-Q4,2019,Non-EU (less PM),100643,106.61617097910433
United Kingdom (less PM),Imports of goods and services,CP,2019-Q4,2019,Non-EU (less PM),84564,102.41740141459161
United Kingdom (less PM),Exports of goods and services,CP,2020-Q1,2020,Non-EU (less PM),99199,105.08646945099183
United Kingdom (less PM),Imports of goods and services,CP,2020-Q1,2020,Non-EU (less PM),80592,97.60682104447244
United Kingdom (less PM),Exports of goods and services,CP,2020-Q2,2020,Non-EU (less PM),80403,85.17492518339999
United Kingdom (less PM),Imports of goods and services,CP,2020-Q2,2020,Non-EU (less PM),64453,78.06050770274197
United Kingdom (less PM),Exports of goods and services,CP,2020-Q3,2020,Non-EU (less PM),86791,91.94205355014698
United Kingdom (less PM),Imports of goods and services,CP,2020-Q3,2020,Non-EU (less PM),73712,89.27429512644125
United Kingdom (less PM),Exports of goods and services,CP,2020-Q4,2020,Non-EU (less PM),89501,94.81289229057973
United Kingdom (less PM),Imports of goods and services,CP,2020-Q4,2020,Non-EU (less PM),77841,94.27502180021315
United Kingdom (less PM),Exports of goods and services,CP,2021-Q1,2021,Non-EU (less PM),93293,98.82994782700814
United Kingdom (less PM),Imports of goods and services,CP,2021-Q1,2021,Non-EU (less PM),76194,92.28030229628912
United Kingdom (less PM),Exports of goods and services,CP,2021-Q2,2021,Non-EU (less PM),96296,102.011176143436
United Kingdom (less PM),Imports of goods and services,CP,2021-Q2,2021,Non-EU (less PM),84328,102.13157639763588
United Kingdom (less PM),Exports of goods and services,CP,2021-Q3,2021,Non-EU (less PM),92732,98.23565242723589
United Kingdom (less PM),Imports of goods and services,CP,2021-Q3,2021,Non-EU (less PM),89906,108.8872202305978
United Kingdom (less PM),Exports of goods and services,CP,2021-Q4,2021,Non-EU (less PM),102515,108.59927434518923
United Kingdom (less PM),Imports of goods and services,CP,2021-Q4,2021,Non-EU (less PM),98066,118.76998352872783
United Kingdom (less PM),Exports of goods and services,CP,2022-Q1,2022,Non-EU (less PM),104043,110.21796128075425
United Kingdom (less PM),Imports of goods and services,CP,2022-Q1,2022,Non-EU (less PM),107295,129.94743726383103
United Kingdom (less PM),Exports of goods and services,CP,2022-Q2,2022,Non-EU (less PM),113592,120.33369527794697
United Kingdom (less PM),Imports of goods and services,CP,2022-Q2,2022,Non-EU (less PM),115667,140.08695862803992
United Kingdom (less PM),Exports of goods and services,CP,2022-Q3,2022,Non-EU (less PM),122029,129.27143197648243
United Kingdom (less PM),Imports of goods and services,CP,2022-Q3,2022,Non-EU (less PM),126094,152.71533766107933
United Kingdom (less PM),Exports of goods and services,CP,2022-Q4,2022,Non-EU (less PM),124790,132.1962975714399
United Kingdom (less PM),Imports of goods and services,CP,2022-Q4,2022,Non-EU (less PM),115127,139.43295223331074
United Kingdom (less PM),Exports of goods and services,CP,2023-Q1,2023,Non-EU (less PM),121494,128.70467967901692
United Kingdom (less PM),Imports of goods and services,CP,2023-Q1,2023,Non-EU (less PM),110523,133.85694215676776
United Kingdom (less PM),Exports of goods and services,CP,2023-Q2,2023,Non-EU (less PM),124232,131.60518022193384
United Kingdom (less PM),Imports of goods and services,CP,2023-Q2,2023,Non-EU (less PM),106827,129.38063172173239
United Kingdom (less PM),Exports of goods and services,CP,2023-Q3,2023,Non-EU (less PM),121085,128.27140549273022
United Kingdom (less PM),Imports of goods and services,CP,2023-Q3,2023,Non-EU (less PM),102524,124.1691696541033
United Kingdom (less PM),Exports of goods and services,CP,2023-Q4,2023,Non-EU (less PM),121696,128.91866839693847
United Kingdom (less PM),Imports of goods and services,CP,2023-Q4,2023,Non-EU (less PM),105495,127.76741594806704
United Kingdom (less PM),Exports of goods and services,CP,2024-Q1,2024,Non-EU (less PM),122808,130.09666569559576
United Kingdom (less PM),Imports of goods and services,CP,2024-Q1,2024,Non-EU (less PM),102256,123.8445887026451
United Kingdom (less PM),Exports of goods and services,CP,2024-Q2,2024,Non-EU (less PM),125738,133.20056145554702
United Kingdom (less PM),Imports of goods and services,CP,2024-Q2,2024,Non-EU (less PM),109447,132.55377385912217
United Kingdom (less PM),Exports of goods and services,CP,2024-Q3,2024,Non-EU (less PM),NA,NA
United Kingdom (less PM),Imports of goods and services,CP,2024-Q3,2024,Non-EU (less PM),NA,NA
United Kingdom (less PM),Exports of goods and services,CVM,2018-Q1,2018,EU (less PM),86426,99.11039629365236
United Kingdom (less PM),Imports of goods and services,CVM,2018-Q1,2018,EU (less PM),103950,99.84200087403772
United Kingdom,Exports of goods and services,CVM,2018-Q1,2018,EU,86412,99.06565627615302
United Kingdom,Imports of goods and services,CVM,2018-Q1,2018,EU,103960,99.76129643623976
United Kingdom (less PM),Exports of goods and services,CVM,2018-Q2,2018,EU (less PM),87885,100.78352785351213
United Kingdom (less PM),Imports of goods and services,CVM,2018-Q2,2018,EU (less PM),104716,100.57772932684688
United Kingdom,Exports of goods and services,CVM,2018-Q2,2018,EU,87894,100.76467148933244
United Kingdom,Imports of goods and services,CVM,2018-Q2,2018,EU,104904,100.66717046313289
United Kingdom (less PM),Exports of goods and services,CVM,2018-Q3,2018,EU (less PM),87823,100.7124283629629
United Kingdom (less PM),Imports of goods and services,CVM,2018-Q3,2018,EU (less PM),101608,97.59255435121908
United Kingdom,Exports of goods and services,CVM,2018-Q3,2018,EU,87809,100.66722459788826
United Kingdom,Imports of goods and services,CVM,2018-Q3,2018,EU,101732,97.6232801948013
United Kingdom (less PM),Exports of goods and services,CVM,2018-Q4,2018,EU (less PM),86673,99.39364748987262
United Kingdom (less PM),Imports of goods and services,CVM,2018-Q4,2018,EU (less PM),106184,101.9877154478963
United Kingdom,Exports of goods and services,CVM,2018-Q4,2018,EU,86793,99.50244763662627
United Kingdom,Imports of goods and services,CVM,2018-Q4,2018,EU,106239,101.94825290582605
United Kingdom (less PM),Exports of goods and services,CVM,2019-Q1,2019,EU (less PM),87984,100.89705768519555
United Kingdom (less PM),Imports of goods and services,CVM,2019-Q1,2019,EU (less PM),110899,106.51638340480913
United Kingdom,Exports of goods and services,CVM,2019-Q1,2019,EU,87974,100.85638621069164
United Kingdom,Imports of goods and services,CVM,2019-Q1,2019,EU,111001,106.51792675758993
United Kingdom (less PM),Exports of goods and services,CVM,2019-Q2,2019,EU (less PM),83664,95.9430286662825
United Kingdom (less PM),Imports of goods and services,CVM,2019-Q2,2019,EU (less PM),101060,97.06621075834778
United Kingdom,Exports of goods and services,CVM,2019-Q2,2019,EU,83686,95.94047714583786
United Kingdom,Imports of goods and services,CVM,2019-Q2,2019,EU,101131,97.04655319251022
United Kingdom (less PM),Exports of goods and services,CVM,2019-Q3,2019,EU (less PM),87103,99.88675685981072
United Kingdom (less PM),Imports of goods and services,CVM,2019-Q3,2019,EU (less PM),104199,100.08116064525115
United Kingdom,Exports of goods and services,CVM,2019-Q3,2019,EU,87318,100.1043254955461
United Kingdom,Imports of goods and services,CVM,2019-Q3,2019,EU,104305,100.09236268547508
United Kingdom (less PM),Exports of goods and services,CVM,2019-Q4,2019,EU (less PM),84299,96.67122506142366
United Kingdom (less PM),Imports of goods and services,CVM,2019-Q4,2019,EU (less PM),101924,97.8960663500281
United Kingdom,Exports of goods and services,CVM,2019-Q4,2019,EU,84832,97.25429052930859
United Kingdom,Imports of goods and services,CVM,2019-Q4,2019,EU,101932,97.81520265812613
United Kingdom (less PM),Exports of goods and services,CVM,2020-Q1,2020,EU (less PM),80483,92.29516609471715
United Kingdom (less PM),Imports of goods and services,CVM,2020-Q1,2020,EU (less PM),94593,90.85478007386098
United Kingdom,Exports of goods and services,CVM,2020-Q1,2020,EU,80796,92.62728283673634
United Kingdom,Imports of goods and services,CVM,2020-Q1,2020,EU,94613,90.79180011275444
United Kingdom (less PM),Exports of goods and services,CVM,2020-Q2,2020,EU (less PM),67324,77.20487260863457
United Kingdom (less PM),Imports of goods and services,CVM,2020-Q2,2020,EU (less PM),67978,65.29157802227355
United Kingdom,Exports of goods and services,CVM,2020-Q2,2020,EU,68935,79.02942896121614
United Kingdom,Imports of goods and services,CVM,2020-Q2,2020,EU,67996,65.2497990811712
United Kingdom (less PM),Exports of goods and services,CVM,2020-Q3,2020,EU (less PM),72162,82.75292640342654
United Kingdom (less PM),Imports of goods and services,CVM,2020-Q3,2020,EU (less PM),82854,79.57969351051007
United Kingdom,Exports of goods and services,CVM,2020-Q3,2020,EU,72163,82.73011796806034
United Kingdom,Imports of goods and services,CVM,2020-Q3,2020,EU,82879,79.53170918948744
United Kingdom (less PM),Exports of goods and services,CVM,2020-Q4,2020,EU (less PM),79249,90.88005687959244
United Kingdom (less PM),Imports of goods and services,CVM,2020-Q4,2020,EU (less PM),95767,91.98238477829696
United Kingdom,Exports of goods and services,CVM,2020-Q4,2020,EU,79246,90.8503101104016
United Kingdom,Imports of goods and services,CVM,2020-Q4,2020,EU,96016,92.13813619297804
United Kingdom (less PM),Exports of goods and services,CVM,2021-Q1,2021,EU (less PM),69703,79.93302886696655
United Kingdom (less PM),Imports of goods and services,CVM,2021-Q1,2021,EU (less PM),82088,78.8439650577009
United Kingdom,Exports of goods and services,CVM,2021-Q1,2021,EU,69698,79.90415811617963
United Kingdom,Imports of goods and services,CVM,2021-Q1,2021,EU,82315,78.99048784291146
United Kingdom (less PM),Exports of goods and services,CVM,2021-Q2,2021,EU (less PM),77683,89.08422136023646
United Kingdom (less PM),Imports of goods and services,CVM,2021-Q2,2021,EU (less PM),85322,81.95016064044873
United Kingdom,Exports of goods and services,CVM,2021-Q2,2021,EU,78209,89.66145803478281
United Kingdom,Imports of goods and services,CVM,2021-Q2,2021,EU,85355,81.90770928544868
United Kingdom (less PM),Exports of goods and services,CVM,2021-Q3,2021,EU (less PM),76397,87.60948031432856
United Kingdom (less PM),Imports of goods and services,CVM,2021-Q3,2021,EU (less PM),88561,85.06115862824102
United Kingdom,Exports of goods and services,CVM,2021-Q3,2021,EU,76390,87.57609455787772
United Kingdom,Imports of goods and services,CVM,2021-Q3,2021,EU,88689,85.10705674907338
United Kingdom (less PM),Exports of goods and services,CVM,2021-Q4,2021,EU (less PM),82069,94.11393693360512
United Kingdom (less PM),Imports of goods and services,CVM,2021-Q4,2021,EU (less PM),91059,87.46044018844637
United Kingdom,Exports of goods and services,CVM,2021-Q4,2021,EU,82464,94.5395347770759
United Kingdom,Imports of goods and services,CVM,2021-Q4,2021,EU,91115,87.4350762292034
United Kingdom (less PM),Exports of goods and services,CVM,2022-Q1,2022,EU (less PM),78867,90.44199227653115
United Kingdom (less PM),Imports of goods and services,CVM,2022-Q1,2022,EU (less PM),99719,95.77820572542728
United Kingdom,Exports of goods and services,CVM,2022-Q1,2022,EU,78863,90.41122588189437
United Kingdom,Imports of goods and services,CVM,2022-Q1,2022,EU,100109,96.06582940492041
United Kingdom (less PM),Exports of goods and services,CVM,2022-Q2,2022,EU (less PM),83834,96.13797888230454
United Kingdom (less PM),Imports of goods and services,CVM,2022-Q2,2022,EU (less PM),105670,101.49402820932723
United Kingdom,Exports of goods and services,CVM,2022-Q2,2022,EU,83832,96.10785651231843
United Kingdom,Imports of goods and services,CVM,2022-Q2,2022,EU,105827,101.55289263137692
United Kingdom (less PM),Exports of goods and services,CVM,2022-Q3,2022,EU (less PM),86802,99.54158030085405
United Kingdom (less PM),Imports of goods and services,CVM,2022-Q3,2022,EU (less PM),103247,99.16678272478858
United Kingdom,Exports of goods and services,CVM,2022-Q3,2022,EU,87182,99.94841046923544
United Kingdom,Imports of goods and services,CVM,2022-Q3,2022,EU,103297,99.12507347031799
United Kingdom (less PM),Exports of goods and services,CVM,2022-Q4,2022,EU (less PM),84209,96.56801612352963
United Kingdom (less PM),Imports of goods and services,CVM,2022-Q4,2022,EU (less PM),104083,99.96974484821999
United Kingdom,Exports of goods and services,CVM,2022-Q4,2022,EU,84703,97.10640054111686
United Kingdom,Imports of goods and services,CVM,2022-Q4,2022,EU,104146,99.93978432713185
United Kingdom (less PM),Exports of goods and services,CVM,2023-Q1,2023,EU (less PM),81956,93.9843523782493
United Kingdom (less PM),Imports of goods and services,CVM,2023-Q1,2023,EU (less PM),104447,100.31935993545567
United Kingdom,Exports of goods and services,CVM,2023-Q1,2023,EU,82209,94.24719410274342
United Kingdom,Imports of goods and services,CVM,2023-Q1,2023,EU,104472,100.25261794235129
United Kingdom (less PM),Exports of goods and services,CVM,2023-Q2,2023,EU (less PM),81863,93.87770314242547
United Kingdom (less PM),Imports of goods and services,CVM,2023-Q2,2023,EU (less PM),107193,102.95684078586555
United Kingdom,Exports of goods and services,CVM,2023-Q2,2023,EU,82105,94.12796496497644
United Kingdom,Imports of goods and services,CVM,2023-Q2,2023,EU,107209,102.87907685295141
United Kingdom (less PM),Exports of goods and services,CVM,2023-Q3,2023,EU (less PM),82005,94.0405439111027
United Kingdom (less PM),Imports of goods and services,CVM,2023-Q3,2023,EU (less PM),106222,102.0242137262341
United Kingdom,Exports of goods and services,CVM,2023-Q3,2023,EU,82046,94.06032535797402
United Kingdom,Imports of goods and services,CVM,2023-Q3,2023,EU,106246,101.95497019204241
United Kingdom (less PM),Exports of goods and services,CVM,2023-Q4,2023,EU (less PM),79590,91.27110407761312
United Kingdom (less PM),Imports of goods and services,CVM,2023-Q4,2023,EU (less PM),106124,101.93008658736295
United Kingdom,Exports of goods and services,CVM,2023-Q4,2023,EU,80426,92.20310225044997
United Kingdom,Imports of goods and services,CVM,2023-Q4,2023,EU,106150,101.8628474096465
United Kingdom (less PM),Exports of goods and services,CVM,2024-Q1,2024,EU (less PM),79708,91.40642246285195
United Kingdom (less PM),Imports of goods and services,CVM,2024-Q1,2024,EU (less PM),104186,100.06867439213558
United Kingdom,Exports of goods and services,CVM,2024-Q1,2024,EU,79752,91.43040572299861
United Kingdom,Imports of goods and services,CVM,2024-Q1,2024,EU,104256,100.04534168196048
United Kingdom (less PM),Exports of goods and services,CVM,2024-Q2,2024,EU (less PM),NA,NA
United Kingdom (less PM),Imports of goods and services,CVM,2024-Q2,2024,EU (less PM),NA,NA
United Kingdom,Exports of goods and services,CVM,2024-Q2,2024,EU,NA,NA
United Kingdom,Imports of goods and services,CVM,2024-Q2,2024,EU,NA,NA
United Kingdom (less PM),Exports of goods and services,CVM,2024-Q3,2024,EU (less PM),NA,NA
United Kingdom (less PM),Imports of goods and services,CVM,2024-Q3,2024,EU (less PM),NA,NA
United Kingdom,Exports of goods and services,CVM,2024-Q3,2024,EU,NA,NA
United Kingdom,Imports of goods and services,CVM,2024-Q3,2024,EU,NA,NA
United Kingdom (less PM),Exports of goods and services,CVM,2018-Q1,2018,Non-EU (less PM),103396,99.52545505298926
United Kingdom (less PM),Imports of goods and services,CVM,2018-Q1,2018,Non-EU (less PM),98418,97.3069973576688
United Kingdom,Exports of goods and services,CVM,2018-Q1,2018,Non-EU,103170,99.23651272679179
United Kingdom,Imports of goods and services,CVM,2018-Q1,2018,Non-EU,100214,96.94337295493295
United Kingdom (less PM),Exports of goods and services,CVM,2018-Q2,2018,Non-EU (less PM),102677,98.83337023168959
United Kingdom (less PM),Imports of goods and services,CVM,2018-Q2,2018,Non-EU (less PM),97438,96.33806019769284
United Kingdom,Exports of goods and services,CVM,2018-Q2,2018,Non-EU,102926,99.00181553666543
United Kingdom,Imports of goods and services,CVM,2018-Q2,2018,Non-EU,100473,97.19392011995308
United Kingdom (less PM),Exports of goods and services,CVM,2018-Q3,2018,Non-EU (less PM),105498,101.54876839703914
United Kingdom (less PM),Imports of goods and services,CVM,2018-Q3,2018,Non-EU (less PM),102995,101.8323293793117
United Kingdom,Exports of goods and services,CVM,2018-Q3,2018,Non-EU,105394,101.37571990236982
United Kingdom,Imports of goods and services,CVM,2018-Q3,2018,Non-EU,105253,101.81791799175322
United Kingdom (less PM),Exports of goods and services,CVM,2018-Q4,2018,Non-EU (less PM),103985,100.09240631828203
United Kingdom (less PM),Imports of goods and services,CVM,2018-Q4,2018,Non-EU (less PM),105716,104.52261306532664
United Kingdom,Exports of goods and services,CVM,2018-Q4,2018,Non-EU,104365,100.38595183417296
United Kingdom,Imports of goods and services,CVM,2018-Q4,2018,Non-EU,107555,104.04478893336073
United Kingdom (less PM),Exports of goods and services,CVM,2019-Q1,2019,Non-EU (less PM),102280,98.45123160296086
United Kingdom (less PM),Imports of goods and services,CVM,2019-Q1,2019,Non-EU (less PM),105875,104.6798181759758
United Kingdom,Exports of goods and services,CVM,2019-Q1,2019,Non-EU,101908,98.02262807949886
United Kingdom,Imports of goods and services,CVM,2019-Q1,2019,Non-EU,120126,116.2055163907665
United Kingdom (less PM),Exports of goods and services,CVM,2019-Q2,2019,Non-EU (less PM),101469,97.67059072664094
United Kingdom (less PM),Imports of goods and services,CVM,2019-Q2,2019,Non-EU (less PM),102871,101.7097291672331
United Kingdom,Exports of goods and services,CVM,2019-Q2,2019,Non-EU,102623,98.71036779646752
United Kingdom,Imports of goods and services,CVM,2019-Q2,2019,Non-EU,106838,103.35118925259073
United Kingdom (less PM),Exports of goods and services,CVM,2019-Q3,2019,Non-EU (less PM),109461,105.36341672361849
United Kingdom (less PM),Imports of goods and services,CVM,2019-Q3,2019,Non-EU (less PM),103271,102.10521372232535
United Kingdom,Exports of goods and services,CVM,2019-Q3,2019,Non-EU,110303,106.09755804306789
United Kingdom,Imports of goods and services,CVM,2019-Q3,2019,Non-EU,106620,103.14030399400234
United Kingdom (less PM),Exports of goods and services,CVM,2019-Q4,2019,Non-EU (less PM),107869,103.83101194544177
United Kingdom (less PM),Imports of goods and services,CVM,2019-Q4,2019,Non-EU (less PM),101068,99.92708253515487
United Kingdom,Exports of goods and services,CVM,2019-Q4,2019,Non-EU,120923,116.31265705594498
United Kingdom,Imports of goods and services,CVM,2019-Q4,2019,Non-EU,101809,98.48631785148551
United Kingdom (less PM),Exports of goods and services,CVM,2020-Q1,2020,Non-EU (less PM),105030,101.09828759541432
United Kingdom (less PM),Imports of goods and services,CVM,2020-Q1,2020,Non-EU (less PM),99622,98.49740586849644
United Kingdom,Exports of goods and services,CVM,2020-Q1,2020,Non-EU,106469,102.40973416214787
United Kingdom,Imports of goods and services,CVM,2020-Q1,2020,Non-EU,102165,98.83069928294175
United Kingdom (less PM),Exports of goods and services,CVM,2020-Q2,2020,Non-EU (less PM),86053,82.83167611585442
United Kingdom (less PM),Imports of goods and services,CVM,2020-Q2,2020,Non-EU (less PM),80557,79.64762326141282
United Kingdom,Exports of goods and services,CVM,2020-Q2,2020,Non-EU,94543,90.9384280578567
United Kingdom,Imports of goods and services,CVM,2020-Q2,2020,Non-EU,80868,78.22875730057194
United Kingdom (less PM),Exports of goods and services,CVM,2020-Q3,2020,Non-EU (less PM),91935,88.49348824225856
United Kingdom (less PM),Imports of goods and services,CVM,2020-Q3,2020,Non-EU (less PM),92049,91.00989452921272
United Kingdom,Exports of goods and services,CVM,2020-Q3,2020,Non-EU,91672,88.17688857895179
United Kingdom,Imports of goods and services,CVM,2020-Q3,2020,Non-EU,92975,89.9406280607988
United Kingdom (less PM),Exports of goods and services,CVM,2020-Q4,2020,Non-EU (less PM),95246,91.68054365717256
United Kingdom (less PM),Imports of goods and services,CVM,2020-Q4,2020,Non-EU (less PM),98333,97.22295688971172
United Kingdom,Exports of goods and services,CVM,2020-Q4,2020,Non-EU,94936,91.31644443375696
United Kingdom,Imports of goods and services,CVM,2020-Q4,2020,Non-EU,105805,102.35190268322472
United Kingdom (less PM),Exports of goods and services,CVM,2021-Q1,2021,Non-EU (less PM),99569,95.84171567730944
United Kingdom (less PM),Imports of goods and services,CVM,2021-Q1,2021,Non-EU (less PM),96260,95.17335818294622
United Kingdom,Exports of goods and services,CVM,2021-Q1,2021,Non-EU,99230,95.446730230489
United Kingdom,Imports of goods and services,CVM,2021-Q1,2021,Non-EU,105343,101.90498071318879
United Kingdom (less PM),Exports of goods and services,CVM,2021-Q2,2021,Non-EU (less PM),103984,100.09144375246657
United Kingdom (less PM),Imports of goods and services,CVM,2021-Q2,2021,Non-EU (less PM),105517,104.32585949916825
United Kingdom,Exports of goods and services,CVM,2021-Q2,2021,Non-EU,105216,101.20450637842518
United Kingdom,Imports of goods and services,CVM,2021-Q2,2021,Non-EU,105668,102.21937387392835
United Kingdom (less PM),Exports of goods and services,CVM,2021-Q3,2021,Non-EU (less PM),98761,95.06396249843583
United Kingdom (less PM),Imports of goods and services,CVM,2021-Q3,2021,Non-EU (less PM),106014,104.81724905887036
United Kingdom,Exports of goods and services,CVM,2021-Q3,2021,Non-EU,98426,94.67338375154802
United Kingdom,Imports of goods and services,CVM,2021-Q3,2021,Non-EU,108907,105.35266448203726
United Kingdom (less PM),Exports of goods and services,CVM,2021-Q4,2021,Non-EU (less PM),105813,101.851976628902
United Kingdom (less PM),Imports of goods and services,CVM,2021-Q4,2021,Non-EU (less PM),108719,107.49171336268158
United Kingdom,Exports of goods and services,CVM,2021-Q4,2021,Non-EU,109757,105.57237498647365
United Kingdom,Imports of goods and services,CVM,2021-Q4,2021,Non-EU,109043,105.48422592776213
United Kingdom (less PM),Exports of goods and services,CVM,2022-Q1,2022,Non-EU (less PM),101305,97.51272993290915
United Kingdom (less PM),Imports of goods and services,CVM,2022-Q1,2022,Non-EU (less PM),114214,112.92468243826114
United Kingdom,Exports of goods and services,CVM,2022-Q1,2022,Non-EU,100990,97.1396279953349
United Kingdom,Imports of goods and services,CVM,2022-Q1,2022,Non-EU,121530,117.56369484516136
United Kingdom (less PM),Exports of goods and services,CVM,2022-Q2,2022,Non-EU (less PM),106078,102.10705656999298
United Kingdom (less PM),Imports of goods and services,CVM,2022-Q2,2022,Non-EU (less PM),115830,114.52244004083379
United Kingdom,Exports of goods and services,CVM,2022-Q2,2022,Non-EU,105765,101.7325750562095
United Kingdom,Imports of goods and services,CVM,2022-Q2,2022,Non-EU,117135,113.31213194839115
United Kingdom (less PM),Exports of goods and services,CVM,2022-Q3,2022,Non-EU (less PM),109142,105.05635822849386
United Kingdom (less PM),Imports of goods and services,CVM,2022-Q3,2022,Non-EU (less PM),111779,110.51717020913718
United Kingdom,Exports of goods and services,CVM,2022-Q3,2022,Non-EU,122854,118.17003522862537
United Kingdom,Imports of goods and services,CVM,2022-Q3,2022,Non-EU,111572,107.93068840010159
United Kingdom (less PM),Exports of goods and services,CVM,2022-Q4,2022,Non-EU (less PM),108857,104.78202697109415
United Kingdom (less PM),Imports of goods and services,CVM,2022-Q4,2022,Non-EU (less PM),111677,110.41632164758866
United Kingdom,Exports of goods and services,CVM,2022-Q4,2022,Non-EU,127207,122.35707157542895
United Kingdom,Imports of goods and services,CVM,2022-Q4,2022,Non-EU,111534,107.89392858438434
United Kingdom (less PM),Exports of goods and services,CVM,2023-Q1,2023,Non-EU (less PM),106523,102.53539835786272
United Kingdom (less PM),Imports of goods and services,CVM,2023-Q1,2023,Non-EU (less PM),109729,108.49031186428948
United Kingdom,Exports of goods and services,CVM,2023-Q1,2023,Non-EU,112540,108.24926957713626
United Kingdom,Imports of goods and services,CVM,2023-Q1,2023,Non-EU,109751,106.16911933638859
United Kingdom (less PM),Exports of goods and services,CVM,2023-Q2,2023,Non-EU (less PM),107902,103.86277661735122
United Kingdom (less PM),Imports of goods and services,CVM,2023-Q2,2023,Non-EU (less PM),108692,107.46501815521286
United Kingdom,Exports of goods and services,CVM,2023-Q2,2023,Non-EU,111852,107.58750045087831
United Kingdom,Imports of goods and services,CVM,2023-Q2,2023,Non-EU,108698,105.15048549559245
United Kingdom (less PM),Exports of goods and services,CVM,2023-Q3,2023,Non-EU (less PM),109059,104.97646526581255
United Kingdom (less PM),Imports of goods and services,CVM,2023-Q3,2023,Non-EU (less PM),104021,102.84674726312329
United Kingdom,Exports of goods and services,CVM,2023-Q3,2023,Non-EU,111037,106.80357336090705
United Kingdom,Imports of goods and services,CVM,2023-Q3,2023,Non-EU,104023,100.62806079880046
United Kingdom (less PM),Exports of goods and services,CVM,2023-Q4,2023,Non-EU (less PM),105823,101.86160228705639
United Kingdom (less PM),Imports of goods and services,CVM,2023-Q4,2023,Non-EU (less PM),104933,103.74845204873357
United Kingdom,Exports of goods and services,CVM,2023-Q4,2023,Non-EU,110534,106.31975087470393
United Kingdom,Imports of goods and services,CVM,2023-Q4,2023,Non-EU,104934,101.50932901244272
United Kingdom (less PM),Exports of goods and services,CVM,2024-Q1,2024,Non-EU (less PM),106117,102.14459663679504
United Kingdom (less PM),Imports of goods and services,CVM,2024-Q1,2024,Non-EU (less PM),102176,101.02257475276035
United Kingdom,Exports of goods and services,CVM,2024-Q1,2024,Non-EU,109143,104.98178451623762
United Kingdom,Imports of goods and services,CVM,2024-Q1,2024,Non-EU,102459,99.1151041729646
United Kingdom (less PM),Exports of goods and services,CVM,2024-Q2,2024,Non-EU (less PM),NA,NA
United Kingdom (less PM),Imports of goods and services,CVM,2024-Q2,2024,Non-EU (less PM),NA,NA
United Kingdom,Exports of goods and services,CVM,2024-Q2,2024,Non-EU,NA,NA
United Kingdom,Imports of goods and services,CVM,2024-Q2,2024,Non-EU,NA,NA
United Kingdom (less PM),Exports of goods and services,CVM,2024-Q3,2024,Non-EU (less PM),NA,NA
United Kingdom (less PM),Imports of goods and services,CVM,2024-Q3,2024,Non-EU (less PM),NA,NA
United Kingdom,Exports of goods and services,CVM,2024-Q3,2024,Non-EU,NA,NA
United Kingdom,Imports of goods and services,CVM,2024-Q3,2024,Non-EU,NA,NA
